iid,grupo,or,ctor,sexo,edad,inve,uso_app,tarjeta_debito,tipo_tarjeta,formacion
2629,ctrl,0,0,0,60.16339322,52626.81878,1,0,2,4
2630,ctrl,0,0,0,35.41952696,41300.00486,1,0,5,2
2631,trat2,1,1,0,25.07450934,70532.36636,0,0,3,2
2632,trat1,0,0,1,43.51641591,50492.86101,1,1,3,2
2633,ctrl,0,0,0,29.84843459,25256.70168,1,1,2,1
2634,trat2,1,1,0,49.14615232,65338.53514,1,0,3,3
2635,ctrl,0,0,1,60.70088543,53858.14388,0,1,1,3
2636,ctrl,1,0,1,67.95933958,49642.37753,0,1,1,5
2637,trat1,1,0,1,67.90835657,38926.87699,0,0,5,4
2638,trat2,1,1,0,19.25804883,63276.64645,0,1,3,2
2639,trat2,0,0,0,56.83413749,46803.59664,0,0,2,3
2640,trat2,1,1,1,35.85690843,67133.35625,0,0,3,1
2641,ctrl,0,0,1,44.45845837,44081.618,1,1,2,3
2642,trat1,1,1,1,64.25526923,61543.87568,0,0,3,4
2643,ctrl,0,0,0,52.14552846,40553.27859,0,1,2,2
2644,ctrl,1,0,0,60.58951786,49245.93514,1,0,2,3
2645,trat1,0,0,1,64.22109847,51086.79156,1,0,2,2
2646,trat1,0,0,1,66.51440365,36629.7842,0,0,2,3
2647,trat1,0,0,1,62.38328006,41764.71475,1,1,3,2
2648,ctrl,0,0,1,31.25074123,47043.74767,0,0,1,2
2649,trat2,0,0,1,53.69764499,39963.74066,1,0,2,3
2650,ctrl,0,0,1,35.56041948,42519.50992,1,0,2,2
2651,trat1,0,0,1,59.8696212,34635.41503,0,1,2,5
2652,trat1,1,1,0,52.86336225,58204.87883,0,1,2,3
2653,trat1,1,1,1,45.68906081,64467.8223,1,1,2,2
2654,ctrl,1,0,0,46.97821065,38758.83837,1,0,3,3
2655,ctrl,1,0,1,63.98187552,44751.93065,1,0,2,2
2656,trat2,1,1,0,28.73405445,51341.81474,1,1,3,2
2657,trat2,1,1,1,34.17828974,60546.95325,1,0,3,2
2658,trat1,1,1,1,45.46589989,55427.55222,1,0,3,2
2659,ctrl,1,0,1,61.21409097,41579.86251,0,1,2,2
2660,trat2,1,1,0,37.16983877,62538.51353,1,0,3,2
2661,ctrl,0,0,1,44.02072184,42005.49354,1,0,3,3
2662,ctrl,0,0,0,55.95214934,49328.28269,1,0,2,2
2663,trat1,0,0,0,54.90507183,49402.83459,0,0,3,3
2664,ctrl,0,0,0,37.60605364,51338.11854,1,1,3,2
2665,trat2,0,0,1,54.08553157,42686.40409,0,0,2,2
2666,trat1,0,0,0,63.90311637,59363.91957,1,0,2,4
2667,trat2,0,0,1,63.73013652,51213.80578,1,0,1,4
2668,trat2,0,0,1,41.72750649,38183.64935,0,1,3,2
2669,trat2,0,0,1,61.08741278,29899.7598,1,0,3,3
2670,ctrl,1,0,1,56.53223237,35862.91602,1,0,3,2
2671,ctrl,0,0,0,55.89049084,40467.20215,1,1,3,3
2672,ctrl,0,0,0,47.14643664,42396.66923,1,1,2,2
2673,trat1,1,0,0,34.99123718,46647.41694,1,0,5,2
2674,ctrl,0,0,1,43.84861205,45594.45218,1,1,3,2
2675,ctrl,0,0,0,46.4913615,46228.59427,1,0,3,2
2676,ctrl,0,0,1,68.46360071,53921.42187,1,0,2,3
2677,trat2,1,1,0,27.79019541,66067.46464,0,1,3,2
2678,trat1,1,1,0,55.79688016,52970.06133,1,1,5,5
2679,ctrl,0,0,0,53.36513801,41608.87181,1,1,3,3
2680,trat2,1,0,0,56.03811492,47226.86915,0,0,3,2
2681,trat2,1,1,0,36.24076195,70866.0356,1,1,2,2
2682,trat2,1,0,1,46.25415502,50177.00413,1,1,3,3
2683,trat1,1,1,1,54.45492755,57334.90058,1,1,3,2
2684,trat1,1,1,1,49.64821321,67763.36405,1,1,3,3
2685,ctrl,0,0,1,55.04690232,41001.67673,0,1,2,5
2686,trat1,0,0,1,58.14835278,52170.20211,0,1,3,2
2687,ctrl,0,0,0,41.49649161,52422.83286,0,0,3,3
2688,trat1,0,0,0,37.78261744,60044.88199,1,1,3,3
2689,ctrl,1,0,0,46.28379065,48082.24239,0,0,3,2
2690,trat1,1,1,0,51.50076945,58128.04026,0,1,3,2
2691,ctrl,1,1,0,65.30901406,32062.57623,0,1,5,5
2692,ctrl,0,0,1,45.56738181,43359.35472,0,1,1,3
2693,ctrl,1,1,0,55.49511384,28036.3833,0,1,2,3
2694,trat2,0,0,1,41.71973369,46671.20054,1,0,4,1
2695,trat2,1,0,0,49.66540981,49504.15958,1,0,5,2
2696,trat1,1,0,1,42.19384329,42270.6226,0,0,3,4
2697,ctrl,0,0,1,61.85583863,42924.69621,1,1,3,3
2698,trat1,1,0,1,39.5024212,51781.17378,1,1,3,2
2699,trat2,0,0,0,63.84071414,41584.67752,1,1,3,3
2700,trat1,1,1,1,44.34173,60382.58531,0,1,3,1
2701,trat2,1,1,0,28.3240039,58138.86509,0,1,3,4
2702,trat1,0,0,1,59.93117335,40108.79743,1,1,3,2
2703,ctrl,0,0,0,54.72366334,49179.37978,1,1,3,2
2704,trat2,1,1,1,45.16399531,58917.44273,0,1,3,3
2705,ctrl,0,0,1,46.89209664,47858.73733,1,1,2,3
2706,trat1,1,1,1,47.79122311,54048.29921,1,1,2,1
2707,trat1,0,0,1,50.12046084,41287.02399,1,1,1,2
2708,trat1,1,0,1,53.98471117,43592.98682,0,1,1,2
2709,trat1,1,1,0,56.04847576,53829.69244,1,0,3,3
2710,trat2,1,1,0,27.66986473,62083.63407,0,0,3,3
2711,trat1,1,0,0,60.09619676,31779.63495,0,1,2,2
2712,trat2,1,1,0,22.9716908,53239.728,0,0,3,4
2713,trat2,0,0,1,44.58874013,53544.72175,0,0,5,5
2714,trat2,1,0,0,56.84917797,50570.26489,0,1,3,2
2715,ctrl,0,0,0,40.48095673,46300.11338,1,0,2,2
2716,trat1,1,0,1,65.06925364,41736.09274,1,0,3,2
2717,ctrl,0,0,0,43.83234754,52386.63581,1,0,1,2
2718,ctrl,0,0,0,47.5127485,42624.76844,0,1,5,2
2719,trat2,1,1,0,26.33196694,72094.0355,1,0,3,3
2720,trat2,1,0,1,36.58240334,37848.24904,1,0,3,4
2721,trat1,0,0,1,44.12383012,43195.47205,0,1,4,3
2722,ctrl,0,0,1,50.86352375,51340.55427,0,1,2,4
2723,trat2,0,0,1,40.34126366,46877.04094,1,0,3,2
2724,trat1,0,0,1,39.41961782,43622.15803,1,1,2,4
2725,trat1,1,0,1,39.31056352,54226.59496,0,1,3,3
2726,trat1,1,1,0,44.31137378,56540.85554,1,1,4,3
2727,trat1,1,0,0,51.80033336,48219.517,1,0,3,3
2728,ctrl,1,0,0,70,39459.126,0,0,2,3
2729,ctrl,0,0,0,52.44118779,32613.36748,0,1,2,2
2730,ctrl,0,0,0,52.11638815,43850.24596,1,0,2,4
2731,trat2,0,0,0,45.91181358,62034.78764,1,1,4,5
2732,trat1,0,0,1,43.54592562,59939.33852,1,0,3,3
2733,trat1,1,1,1,42.42265485,61491.72376,1,1,5,3
2734,trat2,1,0,0,58.4459769,40494.34928,1,0,2,2
2735,trat1,1,1,1,40.2461182,57314.16735,0,1,2,2
2736,trat2,1,1,0,56.11522661,64925.397,0,1,2,4
2737,trat1,0,0,1,42.16488544,42008.6269,0,1,2,2
2738,trat1,1,0,0,24.63889705,40934.64316,0,0,2,4
2739,trat1,1,1,1,34.60070261,65971.35358,1,0,5,4
2740,trat1,1,1,0,46.19968378,56738.89715,0,1,4,3
2741,ctrl,0,0,0,45.07492591,53436.44755,0,0,1,4
2742,ctrl,0,0,1,51.25510051,46871.70517,1,0,2,2
2743,ctrl,0,0,1,53.60158972,47929.24653,0,1,2,3
2744,ctrl,1,1,1,50.15392188,29106.59288,1,0,2,4
2745,trat1,1,0,1,27.55283738,43517.31548,1,1,2,4
2746,trat1,0,0,0,44.26824646,40357.12352,1,1,3,3
2747,ctrl,0,0,0,55.01726812,52098.08343,1,0,3,2
2748,ctrl,0,0,1,56.14177988,44359.95755,1,0,4,2
2749,ctrl,0,0,0,41.87952279,56559.01986,0,1,2,3
2750,trat2,1,1,0,35.24889781,68569.70913,0,1,3,3
2751,trat1,0,0,1,61.66295967,46857.59399,0,0,2,2
2752,ctrl,1,0,0,47.03213977,42781.71893,0,1,3,2
2753,ctrl,0,0,0,57.78155204,35665.99769,1,1,2,3
2754,trat2,0,0,0,65.01750374,42232.00663,0,0,3,4
2755,ctrl,0,0,1,45.93854684,53539.39035,1,0,2,2
2756,trat2,0,0,0,52.59739007,39062.84814,1,0,5,4
2757,ctrl,0,0,0,47.31331462,44155.44741,1,1,2,2
2758,trat1,1,0,1,40.1071494,38989.09002,1,0,2,2
2759,trat1,0,0,1,64.20990654,52455.99985,1,1,2,2
2760,trat2,1,1,0,50.57785272,69032.99197,1,1,3,2
2761,trat1,0,0,0,41.80702017,41916.89755,0,1,3,3
2762,ctrl,1,1,1,46.78531183,32565.3971,1,0,5,2
2763,trat2,1,1,0,28.38641394,58665.52474,1,1,3,4
2764,trat2,1,1,0,20.63829916,65911.71962,1,1,3,2
2765,trat1,0,0,0,44.03641571,47648.55349,1,1,3,3
2766,trat2,1,1,0,29.51735034,67262.88051,1,1,1,2
2767,trat1,0,0,1,48.57928218,57898.93317,0,0,2,3
2768,ctrl,0,0,0,45.38341283,29022.79325,0,0,2,3
2769,trat1,0,0,0,36.87254053,47112.90464,1,0,5,3
2770,trat2,0,0,1,44.55737004,43910.70174,0,0,3,2
2771,ctrl,0,0,0,53.84123915,39716.29621,1,1,1,2
2772,trat2,1,1,0,37.41828548,69207.83443,0,1,3,2
2773,trat2,1,1,0,18,78419.51331,1,1,3,3
2774,trat2,0,0,0,39.01913763,43596.76708,1,0,2,2
2775,trat2,1,1,0,28.47312867,58049.94056,1,1,1,3
2776,trat1,1,1,0,55.92147634,54663.19716,0,1,3,3
2777,trat1,0,0,1,52.60701473,38801.1497,1,0,3,2
2778,ctrl,0,0,0,47.31061698,49569.56527,0,1,3,2
2779,ctrl,0,0,0,45.88185782,53367.30836,1,1,4,2
2780,ctrl,0,0,1,63.54314566,42635.82082,1,0,3,2
2781,ctrl,1,0,0,58.31667538,38591.31954,0,0,3,2
2782,trat1,1,0,1,50.5342251,55827.66207,1,1,3,1
2783,ctrl,1,0,0,45.54126936,45503.80496,1,1,3,1
2784,trat1,0,0,1,43.74335205,40566.05982,0,0,3,3
2785,trat1,0,0,0,66.06224472,47797.5779,0,1,3,2
2786,trat2,1,1,0,28.45285903,62306.50714,0,1,3,3
2787,trat1,1,1,1,47.32960264,58165.71187,0,0,3,2
2788,ctrl,1,0,0,62.16240273,32050.7172,1,1,3,3
2789,trat1,1,1,0,47.95098814,64951.50283,0,0,3,3
2790,trat1,1,1,1,49.94650663,52253.75147,1,1,1,3
2791,ctrl,0,0,1,44.13953459,45400.12065,1,0,4,2
2792,trat2,0,0,0,56.13829924,27779.75862,1,1,5,3
2793,trat1,0,0,0,51.81300897,49043.16481,0,0,2,4
2794,trat2,1,1,0,39.3770084,66690.16752,1,1,3,3
2795,trat1,0,0,1,53.96213619,36395.74107,0,0,3,2
2796,trat2,1,1,1,31.60737675,57687.94508,1,0,4,2
2797,trat2,1,1,0,49.29931743,71836.62211,1,0,3,4
2798,trat2,1,0,0,55.44099912,48930.07883,1,0,3,3
2799,ctrl,0,0,0,57.31524076,53474.47179,1,1,2,3
2800,trat1,1,1,0,54.05613999,57329.49695,0,1,3,5
2801,ctrl,0,0,0,40.10855017,26955.99411,1,1,3,2
2802,trat2,1,1,0,18,74446.73326,0,0,3,1
2803,ctrl,0,0,1,42.40756233,62497.59698,0,1,2,3
2804,ctrl,1,1,1,40.71224881,27689.50551,1,0,2,2
2805,trat1,1,1,0,45.94958401,59981.1179,0,0,3,2
2806,trat2,0,0,1,60.8929629,47461.21907,0,1,3,2
2807,ctrl,1,0,1,40.77521905,39236.8178,1,0,5,3
2808,trat1,0,0,0,59.23757777,52077.366,1,1,3,2
2809,trat2,1,1,0,46.22530429,70592.54406,1,0,5,3
2810,trat1,0,0,0,69.82132012,47839.70026,0,1,2,4
2811,trat1,0,0,1,61.45868405,45461.23044,0,1,5,2
2812,trat2,1,1,0,36.82733797,65631.65569,1,0,3,3
2813,trat1,1,1,0,46.5796628,59555.89677,0,0,3,2
2814,trat1,1,1,1,65.08856209,65512.76953,0,1,3,2
2815,trat1,0,0,1,30.68008865,45077.86249,1,1,3,4
2816,ctrl,0,0,0,52.60345131,48830.66023,0,1,3,3
2817,ctrl,0,0,1,40.96852218,45104.36839,0,1,2,3
2818,trat1,1,1,1,56.98031841,50658.14268,0,0,5,2
2819,trat2,0,0,0,43.52300264,58729.9583,1,1,2,2
2820,trat1,1,0,0,44.44908092,49273.39983,0,0,5,4
2821,trat2,1,1,1,31.50653587,64278.04828,1,1,3,3
2822,trat2,1,1,1,37.05356587,64564.33612,0,1,3,1
2823,trat1,1,0,1,50.33616262,38747.54444,0,0,2,4
2824,trat1,1,0,1,67.95898621,42076.86329,1,0,2,2
2825,ctrl,1,1,0,49.7919323,29627.17532,1,0,4,3
2826,trat2,1,1,1,46.27069476,62126.92105,0,1,3,2
2827,trat1,1,1,1,45.67672086,62918.33472,1,1,3,2
2828,ctrl,0,0,0,44.58033778,40145.86782,1,1,2,2
2829,trat2,1,1,1,34.67292141,65080.16197,0,0,3,3
2830,trat2,1,1,0,40.54643314,62758.81606,1,0,3,4
2831,trat2,0,0,0,53.3722947,42650.44104,0,0,3,2
2832,trat2,1,1,1,18,69572.8822,1,0,3,3
2833,trat1,0,0,1,61.77105264,55475.21644,1,0,2,3
2834,trat1,1,0,0,58.91159263,47044.84893,0,0,5,2
2835,trat2,1,1,0,43.975236,69362.46812,0,1,5,1
2836,trat2,1,1,0,48.82136746,64033.36003,0,1,3,2
2837,trat1,0,0,0,37.76709088,47767.31903,1,1,3,2
2838,trat2,1,1,0,18,60427.74535,0,1,1,3
2839,trat1,1,1,0,51.03951869,52777.51884,1,0,5,3
2840,trat1,0,0,1,51.17170394,42012.04154,0,0,2,3
2841,trat2,0,0,0,55.63937759,59338.82046,0,1,2,2
2842,trat2,1,1,1,36.36755138,66016.33777,1,1,3,2
2843,trat1,0,0,0,58.89012172,51307.95916,0,0,5,2
2844,trat1,0,0,1,32.9017459,46394.07594,1,0,5,2
2845,trat2,1,1,0,19.03611849,63187.68296,0,1,3,3
2846,trat1,0,0,0,42.0036965,47853.41002,1,0,3,4
2847,trat1,1,1,0,63.61803812,56098.21468,0,1,5,3
2848,ctrl,1,1,1,43.49814084,30712.13443,0,1,2,2
2849,ctrl,1,1,0,54.51680859,30248.69023,1,1,2,2
2850,ctrl,0,0,1,36.89332724,29443.83132,1,0,2,4
2851,trat1,0,0,0,45.5610108,40361.8201,1,0,2,2
2852,ctrl,0,0,1,69.0948266,43019.9624,1,1,4,3
2853,trat2,1,1,0,43.61718719,64876.51721,1,0,3,3
2854,ctrl,1,0,0,50.61114593,55739.07735,0,0,1,2
2855,trat1,0,0,1,28.49252351,46575.88191,0,1,2,2
2856,trat2,1,1,1,31.46444659,69996.3212,1,0,3,3
2857,trat2,1,1,0,37.70744782,65722.63715,0,1,3,2
2858,trat1,0,0,0,70,48601.31292,1,1,2,3
2859,trat2,1,1,0,29.63484634,62965.16844,0,1,2,4
2860,trat1,1,0,1,55.56149036,53414.7926,1,1,2,3
2861,trat1,1,1,0,68.3200951,61214.6882,1,1,3,2
2862,ctrl,1,1,1,51.0729936,33024.03238,1,0,5,2
2863,ctrl,0,0,0,41.12907798,33113.36086,0,0,3,3
2864,ctrl,0,0,0,35.81779337,53500.57604,0,0,3,3
2865,trat1,1,1,1,39.7608373,65142.16887,1,1,3,2
2866,trat1,1,0,0,52.07153159,56382.85373,1,0,3,1
2867,trat2,1,0,0,58.36376116,43370.01126,1,0,2,2
2868,trat1,1,1,1,50.2220961,66894.09425,1,0,5,3
2869,ctrl,0,0,0,45.34329,33625.05784,1,0,3,5
2870,trat2,0,0,0,58.18774285,25871.97402,1,0,2,2
2871,trat2,1,1,0,36.5535919,68140.90716,1,0,2,3
2872,ctrl,0,0,1,38.76687778,48282.75222,0,1,1,3
2873,ctrl,0,0,1,51.37912042,51569.53393,0,1,2,2
2874,ctrl,0,0,0,41.90866123,55087.6002,1,0,2,3
2875,trat1,1,1,1,56.26024482,59149.35064,0,1,2,2
2876,trat1,0,0,0,51.09476233,51358.05934,0,0,4,2
2877,ctrl,0,0,0,56.48841554,40081.99157,1,0,3,3
2878,ctrl,1,1,1,38.86669605,27645.48348,0,0,3,4
2879,ctrl,0,0,0,53.20562589,50381.28375,0,1,2,2
2880,trat1,0,0,1,50.57293001,38283.4783,0,1,2,5
2881,trat2,1,1,0,50.74015785,63092.12973,1,1,3,2
2882,trat1,1,1,0,41.2665055,51674.1954,0,1,5,3
2883,trat1,1,1,0,34.62064502,63813.88904,1,1,3,3
2884,trat2,0,0,1,51.7089536,55066.1985,0,1,3,5
2885,ctrl,1,0,0,66.54918113,49398.76411,1,1,2,2
2886,trat1,1,0,1,37.70749503,46174.45992,0,0,4,3
2887,trat1,1,0,1,47.24774931,42049.80935,1,0,2,3
2888,ctrl,0,0,1,55.20863857,43086.71231,1,1,5,2
2889,trat2,1,1,0,42.72371365,60045.8635,1,0,3,2
2890,trat1,0,0,1,23.97187381,45182.25312,0,1,1,3
2891,ctrl,0,0,1,50.33501496,45204.68617,0,0,2,2
2892,trat1,0,0,0,65.27640701,44072.44581,0,0,3,4
2893,ctrl,1,0,0,35.28646095,43307.68638,0,0,3,2
2894,ctrl,1,1,0,65.61484355,31886.17339,1,0,2,2
2895,ctrl,0,0,1,35.27747559,47816.9043,1,1,5,2
2896,trat2,0,0,1,55.06469794,47746.29948,1,0,2,2
2897,trat1,1,1,0,44.39989272,62561.58725,0,1,3,2
2898,trat2,0,0,1,68.60936882,44216.50521,0,1,5,2
2899,trat2,0,0,0,48.66080015,49619.96163,0,0,3,3
2900,ctrl,0,0,1,70,36925.72123,0,0,3,5
2901,trat1,1,1,1,38.48656474,55579.60451,0,1,3,2
2902,trat2,1,1,1,18.89820529,54894.67927,0,1,3,3
2903,trat1,0,0,1,55.67662707,53868.45314,1,0,3,4
2904,ctrl,0,0,1,70,39131.37222,0,1,4,3
2905,trat1,1,1,1,42.5377492,62944.35186,0,1,1,2
2906,trat2,1,1,0,34.70411823,61086.02006,1,0,3,3
2907,trat1,1,1,1,50.88378701,63282.66538,1,0,3,5
2908,trat2,0,0,1,53.01035905,49481.69818,1,0,4,2
2909,ctrl,0,0,1,55.95230863,47785.70812,0,0,3,3
2910,trat1,1,1,0,64.30204112,67186.65915,0,1,3,4
2911,trat1,0,0,1,49.75644928,26151.59223,0,0,5,3
2912,trat2,1,1,1,41.22636704,69664.7998,1,1,3,2
2913,trat1,0,0,0,34.33501416,52964.26301,0,1,2,3
2914,ctrl,0,0,0,42.09758828,42150.85776,0,1,2,3
2915,trat1,0,0,1,41.76083036,47095.8719,0,0,2,5
2916,trat2,1,1,0,53.84656252,53839.7732,1,1,3,3
2917,trat1,1,0,1,48.90807134,40484.96758,0,1,3,3
2918,trat1,1,0,1,37.57268929,39381.4827,0,0,2,2
2919,trat2,0,0,1,43.69500817,44277.46764,1,0,3,5
2920,trat1,1,0,0,61.06901965,46648.9037,0,1,3,2
2921,ctrl,0,0,1,51.23962669,52088.36251,0,0,4,2
2922,trat2,1,1,0,24.78776552,67910.46712,0,1,3,1
2923,trat1,1,0,1,67.19579189,50615.04393,0,1,3,2
2924,ctrl,1,1,1,50.02542184,28416.28251,0,1,3,2
2925,trat1,0,0,0,29.1544197,53418.64302,0,0,3,5
2926,ctrl,0,0,1,58.82438696,42531.35455,0,1,2,3
2927,trat1,0,0,0,64.64031249,46816.58093,1,0,1,3
2928,trat1,0,0,1,43.9651104,45560.87621,0,1,3,3
2929,trat2,1,0,1,41.585476,56081.18252,0,0,5,1
2930,trat2,1,1,0,44.6744889,53520.63859,0,1,3,2
2931,trat2,1,1,0,34.54086718,51917.49422,0,1,3,3
2932,ctrl,0,0,0,51.73008864,42397.91248,0,1,3,2
2933,trat2,1,0,0,56.57817714,47473.64671,1,1,2,3
2934,ctrl,1,0,1,41.39606619,46748.90237,0,0,2,2
2935,trat1,0,0,0,59.2723509,40558.74115,1,0,3,3
2936,trat2,1,1,1,54.48544325,71720.75924,1,1,3,2
2937,trat2,0,0,1,59.55105623,52947.66241,1,0,2,2
2938,trat2,1,1,1,36.22791925,65355.06707,1,1,1,3
2939,ctrl,1,0,1,55.1086994,39363.60327,1,0,3,3
2940,trat2,0,0,0,38.1794722,49193.57711,1,0,2,3
2941,trat2,1,1,0,34.72505691,59661.31238,1,1,2,3
2942,trat1,1,1,1,46.33987306,66196.09634,0,1,3,2
2943,ctrl,0,0,1,50.06599051,35463.59443,0,0,3,3
2944,ctrl,0,0,0,56.56482013,53657.95882,1,0,1,3
2945,ctrl,0,0,0,42.36110742,40927.22241,1,1,3,3
2946,trat1,1,1,0,50.36493671,58815.9326,1,0,3,2
2947,trat2,0,0,1,42.025665,49211.98545,0,1,3,3
2948,trat1,1,1,0,59.2140426,62691.69135,0,0,3,3
2949,ctrl,0,0,0,52.17661908,42272.66615,1,1,3,3
2950,trat2,1,0,0,45.26247661,45862.59377,1,1,3,3
2951,ctrl,0,0,0,51.33062468,65599.62643,0,1,3,3
2952,trat2,1,1,0,36.15309471,60584.25107,0,0,2,3
2953,trat1,0,0,0,52.17723619,51282.86026,0,0,2,2
2954,ctrl,0,0,1,52.74460147,38861.8734,0,0,1,5
2955,ctrl,0,0,0,37.99904815,39467.67792,0,0,2,2
2956,trat1,1,1,1,47.15496771,54739.14631,0,1,5,2
2957,ctrl,0,0,0,55.34637888,38828.35214,1,1,2,2
2958,trat1,0,0,0,47.00906286,41978.76044,1,1,3,2
2959,trat2,1,1,0,51.5466715,71267.06464,1,0,3,2
2960,ctrl,0,0,0,57.1891173,44766.3083,0,0,3,2
2961,trat1,0,0,1,53.01822612,35485.89091,1,0,3,2
2962,ctrl,0,0,0,43.96362997,54329.27484,0,0,2,2
2963,trat1,1,1,0,40.12746098,60633.55908,0,0,2,3
2964,trat2,0,0,0,57.70627852,41873.69531,0,1,3,5
2965,trat1,0,0,0,53.01635187,57202.83261,0,1,2,2
2966,ctrl,0,0,0,62.72360608,49596.78831,1,1,2,3
2967,trat1,1,0,1,41.34827138,40626.04927,1,1,2,2
2968,ctrl,0,0,0,31.02049474,33689.29296,0,0,2,2
2969,ctrl,0,0,0,53.9435834,41883.63139,0,1,2,2
2970,ctrl,0,0,0,59.66259206,41365.03852,1,1,4,2
2971,trat1,0,0,0,49.00550679,43091.39813,0,1,3,3
2972,trat2,1,1,0,20.96403332,70500.10789,1,1,3,3
2973,ctrl,0,0,0,41.47361986,58723.89419,0,1,2,2
2974,ctrl,0,0,0,55.97436727,47704.27138,1,1,3,2
2975,trat2,0,0,0,40.33997487,51944.90979,1,0,3,3
2976,trat2,0,0,0,58.85152251,35141.62861,0,1,3,3
2977,trat1,1,1,0,45.53101238,62261.14964,1,1,3,3
2978,ctrl,1,0,0,36.39308066,33585.8217,0,1,2,1
2979,trat1,0,0,1,37.70374775,60682.55023,1,1,2,3
2980,ctrl,0,0,0,44.93149551,51167.89031,0,1,5,2
2981,trat1,1,1,1,51.94237208,56811.28676,1,1,3,3
2982,ctrl,0,0,0,56.68907222,44669.4121,0,1,3,2
2983,ctrl,1,1,1,40.30486511,34307.24234,1,1,2,3
2984,ctrl,0,0,1,38.47047495,38207.40608,1,1,2,2
2985,ctrl,1,0,1,53.32548657,41416.22514,0,1,3,2
2986,trat1,1,1,1,43.5600596,60820.70742,1,1,5,3
2987,trat1,0,0,0,54.49476753,46671.85851,1,0,2,3
2988,ctrl,1,0,1,59.55504255,31050.67014,1,1,3,2
2989,ctrl,0,0,0,38.22995816,40675.76531,1,1,3,3
2990,trat2,0,0,1,36.27887335,54851.2348,0,1,2,2
2991,trat2,1,1,1,29.53595058,71199.17348,0,0,3,4
2992,trat2,1,1,0,38.50709129,64569.30133,0,1,5,3
2993,trat1,1,1,1,53.32626499,65578.38406,1,1,3,3
2994,ctrl,1,0,0,43.65651735,41608.48824,0,0,3,4
2995,trat1,1,1,0,55.0835949,58173.56203,0,1,4,3
2996,ctrl,0,0,0,58.52750794,52750.83499,0,1,3,2
2997,trat1,0,0,1,32.87785695,56351.32521,0,1,5,2
2998,ctrl,0,0,1,53.68068642,50511.19514,1,0,2,2
2999,trat2,1,1,1,24.66006913,73831.43141,1,1,3,2
3000,trat1,1,1,0,30.25596766,54666.18352,0,0,3,3
3001,ctrl,0,0,0,39.79916827,53862.44888,0,0,1,3
3002,trat1,1,0,1,42.73900548,33134.83345,1,0,1,5
3003,trat2,0,0,0,52.03355948,47578.92275,1,0,3,3
3004,trat2,1,1,0,41.39728721,57487.34059,0,0,3,4
3005,ctrl,0,0,1,54.28509744,33553.35248,0,1,2,3
3006,trat2,1,0,0,44.64479815,40151.40325,0,1,2,3
3007,trat1,0,0,1,39.44052314,41709.30111,1,0,2,3
3008,trat2,1,0,0,38.46026186,37758.42555,0,1,4,3
3009,trat1,1,0,0,39.82616743,46735.15918,0,1,5,2
3010,trat1,1,0,1,51.24764482,38875.92001,0,1,3,2
3011,trat1,1,1,1,50.51362373,62489.29802,0,0,3,2
3012,trat2,0,0,0,70,43774.68014,1,0,3,5
3013,trat2,1,1,1,47.44659477,54542.05228,0,1,3,2
3014,ctrl,0,0,0,58.33862368,46019.90011,0,0,4,3
3015,ctrl,0,0,0,46.51447426,57145.52175,1,0,3,2
3016,ctrl,0,0,1,39.60774172,43949.99661,1,1,2,3
3017,trat1,1,0,0,49.68834889,44777.97342,0,0,3,3
3018,trat2,1,1,0,43.77574687,60208.88832,0,0,3,2
3019,trat1,0,0,0,60.11389772,38222.68187,0,0,3,4
3020,ctrl,0,0,1,54.66520721,54262.10299,0,1,2,2
3021,trat2,0,0,1,55.90809729,53293.91944,1,1,3,3
3022,trat1,1,0,1,38.68990837,39125.8837,0,0,3,4
3023,ctrl,0,0,1,41.74304637,38391.86264,1,1,2,3
3024,ctrl,0,0,1,47.85790174,42452.72467,1,1,4,1
3025,trat1,1,0,0,70,53853.49263,1,0,2,2
3026,trat1,1,1,1,61.53146547,58276.33126,1,0,5,4
3027,trat1,1,0,1,46.79831148,49187.08775,0,0,3,5
3028,trat1,0,0,1,63.08075867,54284.84459,1,0,4,3
3029,trat2,1,1,0,40.093841,62617.98018,1,1,5,2
3030,trat1,1,0,0,48.88021486,38935.65154,1,0,2,3
3031,trat1,1,0,0,37.75860177,43173.67523,1,1,3,4
3032,trat2,1,0,0,40.20434176,38947.83801,0,1,5,2
3033,trat2,1,1,0,30.97010255,60296.28711,0,1,1,2
3034,ctrl,0,0,0,48.72688736,48657.62279,1,0,2,3
3035,trat1,1,0,1,59.61573683,57886.75957,0,0,3,3
3036,trat2,1,1,1,38.88807959,59900.56161,1,0,5,2
3037,trat2,0,0,1,54.52199168,42390.40099,0,1,1,5
3038,ctrl,1,1,1,58.77550935,31858.97756,0,0,2,3
3039,trat2,0,0,1,63.66179937,44636.29921,0,1,3,2
3040,trat1,1,0,1,40.11534931,46258.8896,1,1,3,4
3041,trat2,1,1,0,21.55455154,63575.91374,0,1,3,3
3042,ctrl,1,0,0,39.75335477,56199.74036,1,1,3,2
3043,trat2,1,1,0,51.51421718,64129.75677,1,1,3,3
3044,ctrl,0,0,0,46.27366954,43070.81435,0,0,3,3
3045,ctrl,0,0,0,42.76372443,41933.48154,1,0,5,3
3046,trat1,0,0,1,43.4002585,51086.58914,1,0,5,3
3047,trat2,0,0,1,48.12147216,37563.38249,1,0,5,4
3048,trat2,0,0,1,43.11815993,42261.11932,0,0,1,4
